"LOCATION_CODE","Occupancy_Right_Desc","OWNED_OR_LEASED_INDICATOR","REGION_CODE","STREET_ADDRESS","CITY","STATE_CD","ZIPCODE5","Latitude","Longitude","BUILDING_RSF","BLD_VACANT_RSF","YEAR_BUILT","WALK_SCORE","TRANSIT_SCORE","CONGRESSIONAL_DISTRICT_CODE","Fed_POC","Fed_POC_Email","SENATOR1","SENATOR1_URL","SENATOR2","SENATOR2_URL","REPRESENTATIVE","REPRESENTATIVE_URL","LEASE_NUM","LEASE_EFFECTIVE_DATE","LEASE_EXPIRATION_DATE"
"MD1088","Leased","L","3","8490 PROGRESS DR","FREDERICK","MD","21701","39.44002","-77.371451","36,140","0","2001","12","18","2406","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Trone, David (D)","https://trone.house.gov","","",""
"MD1088","Leased","D","3","8490 PROGRESS DR","FREDERICK","MD","21701","39.44002","-77.371451","36,140","0","","","","2406","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Trone, David (D)","https://trone.house.gov","LMD00753","6/23/2021","6/22/2029"
"MD1088","Leased","D","3","8490 PROGRESS DR","FREDERICK","MD","21701","39.44002","-77.371451","36,140","0","","","","2406","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Trone, David (D)","https://trone.house.gov","LMD00486","12/10/2020","12/9/2035"
"MD1135","Leased","L","3","7201 WISCONSIN AVE","BETHESDA","MD","20814","38.98176","-77.092671","4,448","0","2000","98","62","2408","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Raskin, Jamie (D)","https://raskin.house.gov","","",""
"MD1135","Leased","D","3","7201 WISCONSIN AVE","BETHESDA","MD","20814","38.98176","-77.092671","4,448","0","","98","62","2408","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Raskin, Jamie (D)","https://raskin.house.gov","LMD12719","3/5/2017","3/4/2027"
"MD0304","Leased","L","11","6006 EXECUTIVE BLVD","ROCKVILLE","MD","20852","39.047881","-77.120574","29,942","0","2000","82","60","2408","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Raskin, Jamie (D)","https://raskin.house.gov","","",""
"MD0304","Leased","D","11","6006 EXECUTIVE BLVD","ROCKVILLE","MD","20852","39.047881","-77.120574","29,942","0","","82","60","2408","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Raskin, Jamie (D)","https://raskin.house.gov","LMD12699","4/26/2015","4/25/2025"
"MD1821","Leased","L","11","6511 AMERICA BLVD","HYATTSVILLE","MD","20782","38.96886","-76.951881","54,497","0","2000","88","61","2404","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ivey, Glenn (D)","https://ivey.house.gov","","",""
"MD1821","Leased","D","11","6511 AMERICA BLVD","HYATTSVILLE","MD","20782","38.96886","-76.951881","54,497","0","","88","61","2404","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ivey, Glenn (D)","https://ivey.house.gov","LMD01953","3/31/2008","3/30/2027"
"MD0250","Owned","F","11","19901 GERMANTOWN RD","GERMANTOWN","MD","20874","39.1775085","-77.253677","8,246","0","1992","35","45","2406","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Trone, David (D)","https://trone.house.gov","","",""
"MD0033","Owned","F","3","129 E MAIN ST","SALISBURY","MD","21801","38.36566","-75.599961","23,905","12,231","1925","80","25","2401","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Harris, Andy (R)","https://harris.house.gov/","","",""
"MD0428","Leased","L","3","100 S CHARLES ST","BALTIMORE","MD","21201","39.28716","-76.615632","92,210","0","2000","97","100","2407","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Mfume, Kweisi (D)","https://mfume.house.gov/","","",""
"MD0428","Leased","D","3","100 S CHARLES ST","BALTIMORE","MD","21201","39.28716","-76.615632","92,210","0","","","","2407","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Mfume, Kweisi (D)","https://mfume.house.gov/","LMD00714","7/15/2022","7/14/2032"
"MD0428","Leased","D","3","100 S CHARLES ST","BALTIMORE","MD","21201","39.28716","-76.615632","92,210","0","","97","100","2407","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Mfume, Kweisi (D)","https://mfume.house.gov/","LMD00009","1/11/2018","1/10/2028"
"MD0428","Leased","D","3","100 S CHARLES ST","BALTIMORE","MD","21201","39.28716","-76.615632","92,210","0","","97","100","2407","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Mfume, Kweisi (D)","https://mfume.house.gov/","LMD00084","1/21/2020","1/20/2030"
"MD0742","Leased","L","11","6700 ROCKLEDGE DR., B-WING","BETHESDA","MD","20817","39.0299013","-77.134598","117,136","0","2000","51","49","2408","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Raskin, Jamie (D)","https://raskin.house.gov","","",""
"MD0742","Leased","D","11","6700 ROCKLEDGE DR., B-WING","BETHESDA","MD","20817","39.0299013","-77.134598","117,136","0","","51","49","2408","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Raskin, Jamie (D)","https://raskin.house.gov","LMD00187","8/30/2018","8/29/2033"
"MD1853","Leased","L","11","3300 75TH AVE","HYATTSVILLE","MD","20785","38.9326","-76.884551","266,000","0","1980","52","54","2404","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ivey, Glenn (D)","https://ivey.house.gov","","",""
"MD1853","Leased","D","11","3300 75TH AVE","HYATTSVILLE","MD","20785","38.9326","-76.884551","266,000","0","","52","54","2404","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ivey, Glenn (D)","https://ivey.house.gov","LMD00426","8/31/2019","8/30/2039"
"MD1805","Leased","L","11","NEW HAMPSHIRE AVE","SILVER SPRING","MD","20904","39.071864","-77.003004","64","64","2000","73","","2408","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Raskin, Jamie (D)","https://raskin.house.gov","","",""
"MD1805","Leased","D","11","NEW HAMPSHIRE AVE","SILVER SPRING","MD","20904","39.071864","-77.003004","64","64","","73","","2408","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Raskin, Jamie (D)","https://raskin.house.gov","LMD01789","9/21/2004","1/30/2025"
"MD1851","Owned","F","11","10903 NEW HAMPSHIRE AVE","SILVER SPRING","MD","20993","39.036501","-76.982792","106,312","0","2010","13","57","2408","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Raskin, Jamie (D)","https://raskin.house.gov","","",""
"MD0259","Leased","L","11","7945 FERNHAM LN","DISTRICT HTS","MD","20747","38.84585","-76.867741","12,848","0","2000","42","","2404","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ivey, Glenn (D)","https://ivey.house.gov","","",""
"MD0259","Leased","D","11","7945 FERNHAM LN","DISTRICT HTS","MD","20747","38.84585","-76.867741","12,848","0","","42","","2404","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ivey, Glenn (D)","https://ivey.house.gov","LMD12546","6/23/2012","6/22/2027"
"MD1110","Leased","L","3","711 E. ORDNANCE ROAD","BALTIMORE","MD","21226","39.204027","-76.596683","24,900","0","2000","14","23","2403","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Sarbanes, John (D)","https://sarbanes.house.gov/","","",""
"MD1110","Leased","D","3","711 E. ORDNANCE ROAD","BALTIMORE","MD","21226","39.204027","-76.596683","24,900","0","","","","2403","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Sarbanes, John (D)","https://sarbanes.house.gov/","LMD00846","9/4/2022","9/3/2037"
"MD1038","Leased","L","3","950 PRINCIPIO FURNACE RD","PERRYVILLE","MD","21903","39.56241","-76.062991","23,850","0","2000","18","","2401","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Harris, Andy (R)","https://harris.house.gov/","","",""
"MD1038","Leased","D","3","950 PRINCIPIO FURNACE RD","PERRYVILLE","MD","21903","39.56241","-76.062991","23,850","0","","18","","2401","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Harris, Andy (R)","https://harris.house.gov/","LMD12164","12/7/2014","12/6/2029"
"MD1185","Leased","L","11","6505 BELCREST RD","HYATTSVILLE","MD","20782","38.9682465","-76.953857","89,745","0","1973","90","61","2404","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ivey, Glenn (D)","https://ivey.house.gov","","",""
"MD1185","Leased","D","11","6505 BELCREST RD","HYATTSVILLE","MD","20782","38.9682465","-76.953857","89,745","0","","","","2404","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ivey, Glenn (D)","https://ivey.house.gov","LMD00527","6/7/2022","6/6/2042"
"MD1185","Leased","D","11","6505 BELCREST RD","HYATTSVILLE","MD","20782","38.9682465","-76.953857","89,745","0","","90","61","2404","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ivey, Glenn (D)","https://ivey.house.gov","LMD12697","3/12/2017","3/11/2027"
"MD1044","Leased","L","3","124 MARKET PL","BALTIMORE","MD","21202","39.28757","-76.607431","0","0","1973","97","100","2407","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Mfume, Kweisi (D)","https://mfume.house.gov/","","",""
"MD1044","Leased","D","3","124 MARKET PL","BALTIMORE","MD","21202","39.28757","-76.607431","0","0","","97","100","2407","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Mfume, Kweisi (D)","https://mfume.house.gov/","LMD00408","5/14/2019","5/13/2029"
"MD0489","Leased","L","3","217 E REDWOOD ST","BALTIMORE","MD","21202","39.28877","-76.611681","12,804","0","2000","98","100","2407","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Mfume, Kweisi (D)","https://mfume.house.gov/","","",""
"MD0489","Leased","D","3","217 E REDWOOD ST","BALTIMORE","MD","21202","39.28877","-76.611681","12,804","0","","98","100","2407","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Mfume, Kweisi (D)","https://mfume.house.gov/","LMD11339","11/18/2012","11/17/2027"
"MD0289","Leased","L","11","1315 E WEST HWY","SILVER SPRING","MD","20910","38.99246","-77.030631","512,774","0","2000","96","89","2408","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Raskin, Jamie (D)","https://raskin.house.gov","","",""
"MD0289","Leased","D","11","1315 E WEST HWY","SILVER SPRING","MD","20910","38.99246","-77.030631","512,774","0","","96","89","2408","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Raskin, Jamie (D)","https://raskin.house.gov","LMD12512","12/31/2013","12/30/2028"
"MD0672","Owned","F","3","CURTIS BAY DEPOT","CURTIS BAY","MD","21226","39.1917363","-76.547564","0","0","1911","4","","2403","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Sarbanes, John (D)","https://sarbanes.house.gov/","","",""
"MD0440","Leased","L","3","1260 MARYLAND AVE","HAGERSTOWN","MD","21740","39.6175052","-77.738525","2,636","0","2000","39","16","2406","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Trone, David (D)","https://trone.house.gov","","",""
"MD0440","Leased","D","3","1260 MARYLAND AVE","HAGERSTOWN","MD","21740","39.6175052","-77.738525","2,636","0","","","","2406","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Trone, David (D)","https://trone.house.gov","LMD00609","1/16/2022","1/15/2037"
"MD1125","Leased","L","3","7401 FORBES BLVD","SEABROOK","MD","20706","38.99134","-76.827031","11,102","0","2000","60","","2404","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ivey, Glenn (D)","https://ivey.house.gov","","",""
"MD1125","Leased","D","3","7401 FORBES BLVD","SEABROOK","MD","20706","38.99134","-76.827031","11,102","0","","","","2404","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ivey, Glenn (D)","https://ivey.house.gov","LMD00573","10/10/2022","10/9/2037"
"MD0736","Owned","F","11","10903 NEW HAMPSHIRE AVE, BLDG 201","SILVER SPRING","MD","20993","39.0183637","-76.983473","11,008","0","1945","39","49","2408","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Raskin, Jamie (D)","https://raskin.house.gov","","",""
"MD1382","Leased","L","3","7062 FRIENDSHIP ROAD","FRIENDSHIP AIRPORT","MD","21240","39.1807865","-76.671358","262","0","2000","28","","2403","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Sarbanes, John (D)","https://sarbanes.house.gov/","","",""
"MD1382","Leased","D","3","7062 FRIENDSHIP ROAD","FRIENDSHIP AIRPORT","MD","21240","39.1807865","-76.671358","262","0","","23","","2403","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Sarbanes, John (D)","https://sarbanes.house.gov/","LMD12116","7/31/2014","7/30/2029"
"MD1087","Leased","L","3","6245 GUARDIAN GATEWAY SUITE 110","ABERDEEN","MD","21005","39.486805","-76.158431","2,100","2,100","2010","4","","2401","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Harris, Andy (R)","https://harris.house.gov/","","",""
"MD0439","Leased","L","3","300 W PRATT ST","BALTIMORE","MD","21201","39.28667","-76.619671","3,105","0","2000","95","100","2407","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Mfume, Kweisi (D)","https://mfume.house.gov/","","",""
"MD0439","Leased","D","3","300 W PRATT ST","BALTIMORE","MD","21201","39.28667","-76.619671","3,105","0","","","","2407","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Mfume, Kweisi (D)","https://mfume.house.gov/","LMD00707","7/21/2022","7/20/2037"
"MD0663","Owned","F","3","CURTIS BAY DEPOT","CURTIS BAY","MD","21226","39.1917363","-76.547564","0","0","1911","4","","2403","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Sarbanes, John (D)","https://sarbanes.house.gov/","","",""
"MD1081","Leased","L","3","185 ADMIRAL COCHRANE DR","ANNAPOLIS","MD","21401","38.9721057","-76.548132","9,300","0","2009","40","","2403","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Sarbanes, John (D)","https://sarbanes.house.gov/","","",""
"MD1081","Leased","D","3","185 ADMIRAL COCHRANE DR","ANNAPOLIS","MD","21401","38.9721057","-76.548132","9,300","0","","40","","2403","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Sarbanes, John (D)","https://sarbanes.house.gov/","LMD09417","4/11/2012","4/10/2027"
"MD0752","Leased","L","11","209 PERRY PKWY","GAITHERSBURG","MD","20877","39.14366","-77.209521","21,268","0","2000","66","51","2406","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Trone, David (D)","https://trone.house.gov","","",""
"MD0752","Leased","D","11","209 PERRY PKWY","GAITHERSBURG","MD","20877","39.14366","-77.209521","21,268","0","","","","2406","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Trone, David (D)","https://trone.house.gov","LMD00668","4/29/2023","4/28/2038"
"MD0338","Owned","F","11","8501D MUIRKIRK RD","LAUREL","MD","20708","39.055894","-76.859554","4,828","0","1996","9","","2404","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ivey, Glenn (D)","https://ivey.house.gov","","",""
"MD0258","Leased","L","11","9240 HAMPTON OVERLOOK","CAPITOL HEIGHTS","MD","20743","38.88725","-76.847091","31,679","0","2000","41","","2404","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ivey, Glenn (D)","https://ivey.house.gov","","",""
"MD0258","Leased","D","11","9240 HAMPTON OVERLOOK","CAPITOL HEIGHTS","MD","20743","38.88725","-76.847091","31,679","0","","41","","2404","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ivey, Glenn (D)","https://ivey.house.gov","LMD12557","5/31/2012","2/13/2026"
"MD1102","Leased","L","3","4 CENTER DR","NORTH EAST","MD","21901","39.62853","-75.948031","191,673","0","1999","21","","2401","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Harris, Andy (R)","https://harris.house.gov/","","",""
"MD1102","Leased","D","3","4 CENTER DR","NORTH EAST","MD","21901","39.62853","-75.948031","191,673","0","","","","2401","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Harris, Andy (R)","https://harris.house.gov/","LMD00631","6/30/2020","6/29/2035"
"MD0006","Owned","F","3","40 S GAY ST","BALTIMORE","MD","21202","39.288219","-76.608816","135,145","7,064","1907","97","100","2407","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Mfume, Kweisi (D)","https://mfume.house.gov/","","",""
"MD0821","Owned","F","11","10903 NEW HAMPSHIRE AVE","SILVER SPRING","MD","20903","39.0336803","-76.986098","278,093","0","2008","50","","2408","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Raskin, Jamie (D)","https://raskin.house.gov","","",""
"MD0477","Leased","L","3","119 NAYLOR MILL RD","SALISBURY","MD","21801","38.4100768","-75.568316","7,006","0","2000","50","16","2401","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Harris, Andy (R)","https://harris.house.gov/","","",""
"MD0477","Leased","D","3","119 NAYLOR MILL RD","SALISBURY","MD","21801","38.4100768","-75.568316","7,006","0","","50","16","2401","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Harris, Andy (R)","https://harris.house.gov/","LMD12043","5/24/2017","5/23/2027"
"MD0388","Leased","L","3","339 BUSCHS FRONTAGE RD","ANNAPOLIS","MD","21409","39.02637","-76.454131","6,359","0","2000","27","","2403","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Sarbanes, John (D)","https://sarbanes.house.gov/","","",""
"MD0388","Leased","D","3","339 BUSCHS FRONTAGE RD","ANNAPOLIS","MD","21409","39.02637","-76.454131","6,359","0","","27","","2403","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Sarbanes, John (D)","https://sarbanes.house.gov/","LMD09473","3/17/2011","3/16/2026"
"MD0388","Leased","D","3","339 BUSCHS FRONTAGE RD","ANNAPOLIS","MD","21409","39.02637","-76.454131","6,359","0","","27","","2403","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Sarbanes, John (D)","https://sarbanes.house.gov/","LMD06339","1/16/2007","3/16/2026"
"MD1861","Leased","L","11","7501 WISCONSIN AVE","BETHESDA","MD","20814","38.98533","-77.093301","47,000","0","2001","97","62","2408","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Raskin, Jamie (D)","https://raskin.house.gov","","",""
"MD1861","Leased","D","11","7501 WISCONSIN AVE","BETHESDA","MD","20814","38.98533","-77.093301","47,000","0","","","","2408","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Raskin, Jamie (D)","https://raskin.house.gov","LMD00450","6/30/2020","6/29/2030"
"MD0488","Leased","L","3","8865 STANFORD BLVD","COLUMBIA","MD","21045","39.19115","-76.818251","6,670","0","2000","39","40","2403","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Sarbanes, John (D)","https://sarbanes.house.gov/","","",""
"MD0488","Leased","D","3","8865 STANFORD BLVD","COLUMBIA","MD","21045","39.19115","-76.818251","6,670","0","","39","40","2403","Dorothy Grosick","dorothy.grosick@gsa.gov","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Sarbanes, John (D)","https://sarbanes.house.gov/","LMD12201","9/15/2018","9/14/2028"
"MD0350","Owned","F","11","8501Q MUIRKIRK RD","LAUREL","MD","20708","39.055894","-76.859554","2,793","0","1996","9","","2404","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ivey, Glenn (D)","https://ivey.house.gov","","",""
"MD0784","Leased","L","11","5830 UNIVERSITY RESEARCH COURT","RIVERDALE PARK","MD","20737","38.9903636","-76.9423","268,762","0","2000","71","42","2404","Tiffany Wilson","tiffany.greason@gsa.gov ","Cardin, Benjamin L. (D)","https://www.cardin.senate.gov/","Van Hollen, Chris (D)","https://www.vanhollen.senate.gov","Ivey, Glenn (D)","https://ivey.house.gov","","",""
